,title,author,pubyear,first_published,txtype,id,pubyear_syn,first_published_syn,txtype_syn
1166,Stručná historie času v obrazech,"Hawking, Stephen",2002,2002,SCI,histcasu,2002,2002,POP
1167,Vesmír v kostce,"Hawking, Stephen",2002,2002,SCI,vesmir_k,2002,2002,POP
1168,Čarodějná pec,"Chown, Marcus",2005,2005,POP,caropec,2005,2005,POP
1169,Kosmologie do vesty,"Kippenhahn, Rudolf",2005,2005,POP,kosmol_v,2005,2005,POP
1170,Exoplanety,"Pokorný, Zdeněk",2007,2007,POP,exoplane,2007,2007,POP
1171,Fakta a záhady ve fyzice,"Veltman, Martinus",2007,2007,POP,faktafyz,2007,2007,POP
1172,Profesor Viktor Trkal,"Brdička, Miroslav - Trkal, Viktor",2007,2007,FAC,proftrka,2007,2007,POP
1173,Jeskyně a lidé,"Matoušek, Václav - Dufková, Marie",1998,1998,POP,jeskyne,1998,1998,SCI
1174,Geologické památky Prahy,"Kříž, Jiří",1999,1999,POP,praha,1999,1999,SCI
1175,Dějiny zeměměřictví a pozemkových úprav v Čechách a na Moravě v kontextu světového vývoje,"Maršíková, Magdalena - Maršík, Zbyněk",2007,2007,SCI,zememer,2007,2007,SCI
1176,Nový atlas světa,Y,1995,1995,ENC,novyatla,1995,1995,POP
1177,Asie: poklady Dálného východu,"Tarallo, Pietro",1998,1998,POP,podavy,1998,1998,POP
1178,Podivuhodné přírodní úkazy,"Štoll, Ivan",1998,1998,POP,podpruka,1998,1998,POP
1179,Tibet,"Uhlig, Helmut",2002,2002,POP,tibetuh,2002,2002,POP
1180,Omyly v dějinách země,"Zillmer, Hans-Joachim",2003,2003,POP,omyly,2003,2003,POP
1181,Austrálie,"Moretti, Marco",2005,2005,FAC,austrmm,2005,2005,POP
1182,Egypt - pohledy z oblak,"Bertinetti, Marcello",2005,2005,FAC,egyptmb,2005,2005,POP
1183,USA - Pohledy z oblak,"Wark, Jim",2005,2005,FAC,usajw,2005,2005,POP
1184,"Soutoky řek na území Čech, Moravy a Slezska","Ryšánek, Vít",2006,2006,POP,soutoky,2006,2006,POP
1185,Malá doba ledová,"Fagan, Brian",2007,2007,POP,madobale,2007,2007,POP
1186,Základy atomové absorpční spektrometrie,"Dočekal, Bohumil",1997,1997,SCI,atomspek,1997,1997,SCI
1187,Analýza vod,"Tomášek, Vladimír",1997,1997,SCI,atomvod,1997,1997,SCI
1188,Spektrometrické analytické metody I,"Němcová, Irena - Čermáková, Ludmila - Rychlovský, Petr",2004,2004,SCI,spektrom,2004,1997,SCI
1189,Obecná epidemiologie,"Göpfertová, D. - Šejda, J.",1993,1993,SCI,obepidem,1993,1993,SCI
1190,Domácí lékař,"Krivaničová, Jarmila",1996,1971,POP,lekar01,1991,1971,POP
1191,Domácí lékař,"Brachfeldová, Jaroslava - Brachfeld, Karel",1996,1971,POP,lekar02,1991,1971,POP
1192,Domácí lékař,"Janda, Vladimír",1996,1971,POP,lekar04,1991,1971,POP
1193,Domácí lékař,"Vinař, Oldřich",1996,1971,POP,lekar07,1991,1971,POP
1194,Domácí lékař,"Houdek, Jiří - Pelák, Zdeněk",1996,1971,POP,lekar08,1991,1971,POP
1195,Domácí lékař,"Doberský, Přemysl",1996,1971,POP,lekar09,1991,1971,POP
1196,Domácí lékař,"Korbelář, Jaroslav",1996,1971,POP,lekar10,1991,1971,POP
1197,Domácí lékař,"Rozsypalová, Marie",1996,1971,POP,lekar11,1991,1971,POP
1198,Jak nehubnout hloupě,"Guérineau, Bertrand",1994,1994,POP,hubnout,1994,1994,POP
1199,Zdravi na talíři,"Gumowska, Irena",1994,1994,POP,zdravina,1994,1994,POP
1200,Akupresura,"Meyer, Christian",1995,1995,POP,akupres,1995,1995,POP
1201,Batolata,"Matějček, Z. - Pokorná, M.",1995,1995,POP,batolata,1995,1995,POP
1202,Čekám děťátko,"Neesová-Delavalová, B.",1996,1996,POP,cast,1995,1995,POP
1203,Máme děťátko,"Schuttová, Karin",1995,1995,POP,detatko,1995,1995,POP
1204,A-Ž Masáže,"Sedmík, Jan",1994,1994,POP,masaze,1995,1995,POP
1205,Jak zhubnout 7 liber za 7 dní,"Stoppardová, Miriam",1995,1995,ENC,zhubnout,1995,1995,POP
1206,Proti bolestem bez léků,"Exel, Wolfgang",1996,1996,POP,bezleku,1996,1996,POP
1207,Velký rádce,"Prinz, Walther",1996,X,POP,velradce,1996,1996,POP
1208,Dospívám v ženu,"Cyran, Wolfgang",1997,1997,POP,dospivam,1997,1997,POP
1209,Historie medicíny,"Duin, Nancy",1997,1997,POP,encymedi,1997,1997,POP
1210,LSD - mé nezvedené dítě,"Hofmann, Albert",1997,1997,POP,lsdmened,1997,1997,POP
1211,Magická síla mysli,"Shineová, Betty",1996,1997,POP,magie,1997,1997,POP
1212,Na věku nezáleží,"Vollmerová, Helga",1996,1996,POP,roky,1997,1997,POP
1213,Aromaterapie,"Lavery, Sheila",1998,1998,POP,aromater,1998,1998,POP
1214,Homeopatie,"Marks, Cassandra",1998,1998,POP,homeopa,1998,1998,POP
1215,Moc a nemoc medicíny,"Hořejší, Jaroslav",1998,1998,POP,horejsi,1998,1998,POP
1216,Nedoslýchavost,"Hroboň, Miroslav (et al.)",1998,1998,POP,hrobon,1998,1998,POP
1217,Reflexní masáž,"Hall, Nicola M.",1998,1998,POP,reflgie,1998,1998,POP
1218,Víno,"Jones, Frank",1998,1998,POP,vino,1998,1998,POP
1219,Vitaminy a minerály v kostce,"Sullivanová, Karen",1998,1998,POP,vitaminy,1998,1998,POP
1220,Všechny ženy mohou být krásné,"McCarty, Laura Flynn",1999,1999,POP,mccarty,1999,1999,POP
1221,Pražské špitály a nemocnice,"Svobodný, Petr - Hlaváčková, Ludmila",1999,1999,POP,spitaly,1999,1999,POP
1222,Proč stárneme,"Austad, N. Steven",1999,1999,POP,starneme,1999,1999,POP
1223,Abeceda pro alergiky a pro třetinu naší populace,"Zavázal, Vladimír",2000,2000,POP,abcalerg,2000,2000,POP
1224,Josef Pelnář,"Mařatka, Zdeněk - Hlaváčková, Ludmila",2000,2000,FAC,jopelnar,2000,2000,POP
1225,Partner u porodu,"Simkinová, Penny",2000,2000,POP,u_porodu,2000,2000,POP
1226,Jan Zahradníček: český ortoped: (1882-1952),"Tošovský, Václav - Stryhal, František - Rybka, Vratislav",2000,2000,FAC,zahradni,2000,2000,POP
1227,Dělenou stravou k vysněné váze,"Summová, Ursula",2001,2001,ENC,delena,2001,2001,POP
1228,Jak ulevit bolesti,"McLaughlinová, Chris",2001,2001,POP,uleva,2001,2001,POP
1229,Základy vědecké práce ve farmacii a v medicíně,"Višňovský, Peter (et al.)",2001,2001,POP,zakvedpr,2001,2001,POP
1230,Revoluční impulzní dieta,"Wolffová, Dörten",2002,2002,POP,dieta,2002,2002,POP
1231,Naše dítě v otázkách a odpovědích,"Cooperová, Carol",2003,2002,ENC,kojenec,2002,2002,POP
1232,Domácí přírodní léčiva,"Odyová, Penelope",2002,2002,POP,leciva,2002,2002,POP
1233,Cvičíme s měsícem,"Paunggerová, Johanna - Poppe, Thomas",2002,2002,ENC,mesic,2002,2002,POP
1234,Křeslo pro Fausta,"Hořejší, Jaroslav",2003,2002,POP,faust,2003,2003,POP
1235,Co mám vědět o sexu,"Petrovićová, Jasminka",2005,2005,POP,comam,2005,2005,POP
1236,Léčba průduškového astmatu nekonvenčními metodami,"Isajev, Jurij - Mojsjuková, Ludmila",2005,2005,SCI,pruastma,2005,2005,POP
1237,Špinavé ruce,"Nuland, Sherwin B",2005,2005,POP,spinruce,2005,2005,POP
1238,Antibiotický paradox,"Levy, Stuart B.",2007,2007,POP,antibiot,2007,2007,POP
1239,Homeopatie od A do Z,"Wautersová, Ambika",2007,2007,POP,homeopat,2007,2007,POP
1240,O lásce a sexu,"Janouchová, Kateřina",2007,2007,POP,lassexkj,2007,2007,POP
1241,Léčivá moc smíchu,"Nešpor, Karel",2007,2002,POP,leksmich,2007,2002,POP
1242,Erotická masáž,"Hathaway, Charla",2008,2008,POP,eroticka,2008,2008,POP
1243,Atlas chorob a škůdců okrasných dřevin,"Nienhaus, Franz - Butin, Heinz - Böhner, Bern",1998,1998,POP,choeskud,1998,1998,SCI
1244,Plánování zahrady,"Brokes, John",1998,1997,POP,plazahy,1997,1997,PRO
1245,"Tropická a subtropická zelenina, pěstování a využití","Hlava, B. - Táborský, V. - Valíček, P.",1997,1997,POP,tropic,1997,1997,PRO
1246,Exotičtí ptáci a jejich chov,"Smrček, Martin",1998,1998,POP,exoti,1998,1998,PRO
1247,Zahradničíme v zimě,"Sulzberger, Robert",1998,1998,POP,zahrzima,1998,1998,PRO
1248,Akvarium,"Hofmann, Jaroslav - Novák, Jindřich",1998,1998,POP,akvarium,1999,1999,PRO
1249,Sukulenty jako bonsaje,"Gratias, Jan - Šubík, Rudolf",1998,1998,POP,sukbons,1999,1999,PRO
1250,"Psi: poznávání, výběr, péče a chov","Falappi, Rino",2001,2001,ENC,psi_chov,2001,2001,PRO
1251,Řez a tvarování dřevin,"Brickell, Christopher - Joyce, David",2005,2005,POP,rezdrecb,2005,2005,PRO
1252,Zahradní dlažby,"Key, Richard",2005,2005,POP,zahrdlrk,2005,2005,PRO
1253,Zahradní ploty a zídky,"Buckland, Toby",2005,2005,POP,zahrpltb,2005,2005,PRO
1254,Bydlí s námi suchozemská želva,"Anděrová, Romana",1996,1996,POP,bydzelv,1996,1996,POP
1255,Exotické ptactvo,"Alderton, David",1997,1997,POP,exotptac,1997,1997,POP
1256,Bydlí s námi myška,"Motyčka, Vladimír",1997,1997,POP,myska,1997,1997,POP
1257,Ochrana před potravinovými a hygienickými škůdci,"Stejskal, Václav",1997,1998,POP,skudci,1998,1998,POP
1258,Bydlí s námi hmyz,"Pecina, Pavel",1999,1999,POP,hmyz,1999,1999,POP
1259,Babiččiny pokojové rostliny,"Heuerová, Sigrid",1999,2000,ENC,kvetiny,2000,2000,POP
1260,Umění degustace,"Casamyor, Pierre",2004,2004,POP,degust,2004,2004,POP
1261,Elektronika - sbírka příkladů,"Kovář, Oldřich",1998,1998,POP,elsbirka,1998,1998,SCI
1262,Opakujeme si matematiku,"Kamarýt, Antonín",1997,1997,POP,opakujem,1996,1996,POP
1263,Matematika do vesty,"Beutelspacher, Albrecht",2005,2005,POP,matem_v,2005,2005,POP
1264,Statistika do vesty,"Krämer, Walterf",2005,2005,POP,statis_v,2005,2005,POP
1265,Užitečná matematika - Co musí znát pilot Formule 1,"Clemsonová, Wendy - Clemson, David - Noble, Jonathan",2007,2007,POP,uzmatwc,2007,2007,POP
1266,Zasažen bleskem,"Rosenthal, Jeffrey S.",2008,2008,POP,zasables,2008,2008,POP
1267,Teplo a chlazení v elektronice,"Fukátko, J. - Fukátko, T. - Šindelka, J.",1997,1997,POP,teplo,1997,1997,SCI
1268,2x časovač 555 - praktická zapojení se dvěma časovači,"Hájek, Jan",1998,1998,POP,casovac,1998,1998,SCI
1269,Výkonové tranzistory Mosfet,"Stengl, Jens Peer - Tihanyi, Jenö",1999,1992,POP,tranz,1999,1999,SCI
1270,Historické krovy: konstrukce a statika,"Vinař, Jan - Kufner, Václav",2004,2004,POP,hiskrojv,2004,2004,SCI
1271,Antény - encyklopedická příručka,"Procházka, Miroslav",2005,2005,ENC,antenymp,2005,2000,SCI
1272,"Stavební obzor, č. 3/2005",Y,2005,2005,POP,stao0503,2005,2005,SCI
1273,"Stavební obzor, č. 8/2005",Y,2005,2005,POP,stao0508,2005,2005,SCI
1274,50 praktických zapojení se světelnými diodami,"Schreiber, Herrmann",1997,1997,POP,svetdiod,1997,1997,PRO
1275,Televizní technika 3 - přenosové barevné soustavy,"Vít, Vladimír",1997,1997,POP,televize,1997,1997,PRO
1276,Nebojte se CB,"Meca, Daniel - Vlach, Petr",1998,1998,POP,nebojte,1998,1998,PRO
1277,Příručka strojního inženýra: Obecné strojní části 1,"Hosnedl, Stanislav (et al.)",1998,1999,POP,stroj,1999,1999,PRO
1278,"Stavitel, č. 1/2000",Y,2000,2000,POP,stav0001,2000,2000,PRO
1279,"Stavitel, č. 3/2000",Y,2000,2000,POP,stav0003,2000,2000,PRO
1280,"Stavitel, č. 5/2000",Y,2000,2000,POP,stav0005,2000,2000,PRO
1281,"Stavitel, č. 7/2000",Y,2000,2000,POP,stav0007,2000,2000,PRO
1282,"Stavitel, č. 9/2000",Y,2000,2000,POP,stav0009,2000,2000,PRO
1283,"Stavitel, č. 11/2000",Y,2000,2000,POP,stav0011,2000,2000,PRO
1284,Dům svépomocí: Hrubá stavba,"Meyer, Ronald",2001,2001,POP,dumsvepo,2001,2001,PRO
1285,"Stavitel, č. 1/2001",Y,2001,2001,POP,stav0101,2001,2001,PRO
1286,"Stavitel, č. 6/2001",Y,2001,2001,POP,stav0106,2001,2001,PRO
1287,"Stavitel, č. 8/2001",Y,2001,2001,POP,stav0108,2001,2001,PRO
1288,"Stavitel, č. 10/2001",Y,2001,2001,POP,stav0110,2001,2001,PRO
1289,"Stavitel, č. 12/2001",Y,2001,2001,POP,stav0112,2001,2001,PRO
1290,"Stavitel, č. 2/2002",Y,2002,2002,POP,stav0202,2002,2002,PRO
1291,"Stavitel, č. 4/2002",Y,2002,2002,POP,stav0204,2002,2002,PRO
1292,"Stavitel, č. 6/2002",Y,2002,2002,POP,stav0206,2002,2002,PRO
1293,"Stavitel, č. 8/2002",Y,2002,2002,POP,stav0208,2002,2002,PRO
1294,"Stavitel, č. 9/2002",Y,2002,2002,POP,stav0209,2002,2002,PRO
1295,"Stavitel, č. 11/2002",Y,2002,2002,POP,stav0211,2002,2002,PRO
1296,"Stavitel, č. 1/2003",Y,2003,2003,POP,stav0301,2003,2003,PRO
1297,"Stavitel, č. 3/2003",Y,2003,2003,POP,stav0303,2003,2003,PRO
1298,"Stavitel, č. 5/2003",Y,2003,2003,POP,stav0305,2003,2003,PRO
1299,"Stavitel, č. 7/2003",Y,2003,2003,POP,stav0307,2003,2003,PRO
1300,"Stavitel, č. 9/2003",Y,2003,2003,POP,stav0309,2003,2003,PRO
1301,"Stavitel, č. 11/2003",Y,2003,2003,POP,stav0311,2003,2003,PRO
1302,"Stavitel, č. 12/2003",Y,2003,2003,POP,stav0312,2003,2003,PRO
1303,Dřevopříručka,"Kunc, Zdeněk",2004,2004,POP,drevozk,2004,2004,PRO
1304,Senzory v průmyslové praxi,"Martinek, Radislav",2004,2004,SCI,senzaut,2004,2004,PRO
1305,"Stavitel, č. 2/2004",Y,2004,2004,POP,stav0402,2004,2004,PRO
1306,"Stavitel, č. 4/2004",Y,2004,2004,POP,stav0404,2004,2004,PRO
1307,"Stavitel, č. 6/2004",Y,2004,2004,POP,stav0406,2004,2004,PRO
1308,"Stavitel, č. 8/2004",Y,2004,2004,POP,stav0408,2004,2004,PRO
1309,"Stavitel, č. 10/2004",Y,2004,2004,POP,stav0410,2004,2004,PRO
1310,"Stavitel, č. 12/2004",Y,2004,2004,POP,stav0412,2004,2004,PRO
1311,Antény prakticky,"Matuszczyk, Jacek",2005,2002,SCI,antenyjm,2005,2002,PRO
1312,Dřevěná schodiště,"Mannes, Willibald",2005,2005,POP,dreschwm,2005,2005,PRO
1313,Tepelné izolace v otázkách a odpovědích,"Šubrt, Roman",2005,2005,POP,izolacrs,2005,2005,PRO
1314,Nízkoenergetické domy: principy a příklady,"Tywoniak, Jan",2005,2005,POP,nizkoejt,2005,2005,PRO
1315,Odvlhčování staveb,"Balík, Michael (et al.)",2005,2005,POP,odvstamb,2005,2005,PRO
1316,"Stavební listy, č. 4/2005",Y,2005,2005,POP,stal0504,2005,2005,PRO
1317,"Stavební listy, č. 8/2005",Y,2005,2005,POP,stal0508,2005,2005,PRO
1318,Hlavolamy z elektrotechniky,"Myslík, Jiří",1996,1996,POP,hlavol,1996,1996,POP
1319,Mamutí kniha techniky,"Macaulay, David",1996,1996,POP,mamknit,1996,1996,POP
1320,Rekonstrukce a úpravy interiéru,"Fischer-Uhlig, Horst - Jeni, Kurt",1996,1996,POP,rekon,1996,1996,POP
1321,Příručka vynálezce šikuly,"Disney, Walt",1996,1996,NOV,sikula,1996,1996,POP
1322,Krby a kachlová kamna,"Havaš, Peter - Institoris, Vladimír",1997,1997,POP,krby,1997,1997,POP
1323,Elektrotechnika jinak aneb další hlavolamy,"Myslík, Jiří",1998,1998,POP,eljinak,1998,1998,POP
1324,Vědecké objevy v praxi - technika,"Durant, John",1998,1998,ENC,objtech,1998,1998,POP
1325,Vytápění netradičními zdroji tepla,"Dufka, Jaroslav",2003,2003,POP,vytapjd,2003,2003,POP
1326,"Rudné hornictví v Čechách, na Moravě a ve Slezsku","Majer, Jiří",2004,2004,POP,hornictv,2004,2004,POP
1327,Suché stavby: konstrukce ze sádrokartonových a sádrovláknitých desek,"Šlachtová, Hana",2005,2005,POP,sustavhs,2005,2005,POP
1328,Umělá inteligence v modelování a řízení,"Pokorný, Miroslav",1996,1996,POP,umela,1996,1996,SCI
1329,Počítačové technologie na kapitálových trzích,"Fanta, Jiří",1998,1998,POP,comtrhy,1998,1998,SCI
1330,Digitální ekonomika,"Tapscott, Don",1999,1999,POP,digiekon,1999,1999,SCI
1331,Modely a systémy,"Křemen, Jaromír",2007,2007,SCI,modsyste,2007,2007,SCI
1332,Orange book - kritéria hodnocení...,"Klein, Melville H.",1994,1983,POP,orange,1994,1983,PRO
1333,Počítačová rozhraní,"Vlach, Jaroslav - Vlachová, Viktorie",1995,1995,POP,rozhrani,1995,1995,PRO
1334,Visio - průvodce nástroji,"Sivák, Jaroslav",1997,1997,POP,visio,1997,1997,PRO
1335,Moderní komunikační sítě od A do Z,"Pužmanová, Rita",1998,1998,POP,site,1998,1998,PRO
1336,PLC a automatizace 1,"Šmejkal, Ladislav - Martinásková, Marie",1999,1999,POP,plc,1999,1999,PRO
1337,Linux na firemním PC,"Bednář, Vojtěch",2007,2007,POP,linuxvb,2007,2007,PRO
1338,NEpřítel počítač,"Vlach, Jaroslav - Vlachová, Viktorie",1996,1996,POP,nepritel,1996,1996,POP
1339,Tvorba textů na PC - T602 a Word 6,"Kras, Pavel",1996,1996,POP,tvorba,1996,1996,POP
1340,"MS Word 7.0 CZ, Základní příručka uživatele","Šimek, Tomáš",1997,1996,POP,word,1997,1997,POP
1341,První kroky s počítačem,"Hlavenka, Jiří - Samšuk, Petr",1998,1994,POP,comkroky,1998,1994,POP
1342,Bandité na informační dálnici,"Barret, Daniel J.",1999,1999,POP,banditi,1999,1999,POP
1343,Postavte si PC,"Vrátil, Zdeněk",1999,1995,POP,postavte,1999,1996,POP
1344,Internet pro střední školy,"Baranovič, R. - Moravčíková, L. - Šnajder, L.",1999,1999,POP,ucebnet,1999,1999,POP
1345,Umění japonských zahrad,"Hrdlička, Zdeněk - Hrdličková, Věra",1996,1996,POP,japzahra,1996,1996,SCI
1346,Počátky Karmelu v Čechách,"Cetkovský, Gorazd (ed.)",1997,1997,SCI,pockarme,1997,1997,SCI
1347,"Venkov, města, média","Blažek, Bohuslav",1998,1998,POP,blazek,1998,1998,SCI
1348,Etika přerozdělování,"Jouvenel, Bertrand de",1998,1998,SCI,prerozde,1998,1998,SCI
1349,Etika zdravotní a sociální práce,"Goldmann, Radoslav - Cichá, Martina",2004,2004,SCI,etikarg,2004,2004,SCI
1350,Přírodní klenoty České republiky,"Rubín, Josef (ed.)",2006,2006,POP,klenotcr,2006,2006,SCI
1351,Svědomí slov,"Canetti, Elias",1992,1988,COL,canetti,1992,1988,POP
1352,Svět záhad Arthura C. Clarka A - Z,"Welfare, Simon - Fairley, John",1994,1994,POP,clarke,1994,1994,POP
1353,"1000 + 1 věc, které byste měli vědět o vědě","Trefil, James",1994,1994,POP,trefil,1994,1994,POP
1354,Otázky a odpovědi,"Kramer, Ann - Rowland-Entwistle, Theodore",1995,1995,COL,otazky,1995,1995,POP
1355,Sto esejů o přírodě a společnosti,"Komárek, Stanislav (ed.)",1995,1995,COL,stoeseju,1995,1995,POP
1356,Zkušenosti,"Švanda, Pavel",1995,1995,COL,sv_zkus,1995,1995,POP
1357,Šimpanz a vesmír,"Koukolík, František - Koubský, Pavel",1997,1998,POP,vesmir,1998,1998,POP
1358,Tiché zahrady,"Mertl, Věroslav",1998,1998,COL,vmertlza,1998,1998,POP
1359,Josefu Švejkovi je 30 miliónů let,"Koukolík, František",2002,2002,POP,svejk,2002,2002,POP
1360,Homo sapiens stupidus,"Koukolík, František",2003,2003,POP,homostup,2003,2003,POP
1361,Ráda zpívám z not a jiné eseje,"Škvorecký, Josef",2004,2004,COL,eseje,2004,2004,POP
1362,Makom: kniha míst,"Cílek, Václav",2004,2004,IMA,makom,2004,2004,POP
1363,Nedaleko nekonečna,"Punčochář, Miroslav",2004,2004,POP,nekonecn,2004,2004,POP
1364,Jsem osoba vzdorovitá a neposlušná,"Kantůrková, Eva",2005,2005,COL,osoba,2005,2005,POP
1365,Skryté tváře,"Rotrekl, Zdeněk",2005,2005,IMA,skrytvar,2005,2005,POP
1366,Evropa snů a skutečností,"Kuras, Benjamin",2007,2007,POP,evropa,2007,2007,POP
1367,Kniha pro správné holky,"Foster, Juliana",2007,2007,POP,holkyjf,2007,2007,POP
1368,Ornament masy,"Kracauer, Siegfried",2008,2008,COL,ornamasy,2008,2008,POP
1369,Cokoli o Dánsku,"Burian, Jan",1992,1992,FAC,cokoloda,1992,1992,MEM
1370,Slova,"Sartre, Jean-Paul",1992,1992,FAC,sartre,1992,1965,MEM
1371,Deník 1920,"Babel, Isaac",1993,1993,FAC,babel,1993,1993,MEM
1372,Příběhy Miloše Formana,"Liehm, A. J.",1993,1993,FAC,forman,1993,1993,MEM
1373,Co kamery neviděly,"Bubílková, Zuzana",1993,1993,FAC,kamery,1993,1993,MEM
1374,Korespondence I.,"Čapek, Karel",1993,1993,FAC,koresp1,1993,1993,MEM
1375,Korespondence II.,"Čapek, Karel",1993,1993,FAC,koresp2,1993,1993,MEM
1376,Z deníku marnosti,"Pecka, Dominik",1993,1993,FAC,pe_denik,1993,1993,MEM
1377,Hitlerovy děti,"Posner, Gerald L.",1993,1993,FAC,posner,1993,1993,MEM
1378,Tatra kolem světa,"Bárta, Petr",1993,1993,FAC,tatra,1993,1993,MEM
1379,Soukromý život Alberta Einsteina,"Highfield, Roger - Carter, Paul",1994,1994,FAC,einstein,1994,1994,MEM
1380,"Treblinka, slovo jak z dětské říkanky","Glazar, Richard",1994,1994,FAC,glazar,1994,1994,MEM
1381,Věk dospělosti,"Leiris, Michael",1994,1994,FAC,leiris,1994,1994,MEM
1382,Ohlédnutí,"Zábranová, Jiřina",1994,1994,FAC,ohlednut,1994,1994,MEM
1383,Z korespondence II (1957 - 1968),"Boudník, Vladimír",1994,1994,FAC,pi274,1994,1994,MEM
1384,Případ Andrej Sacharov,"Janouch, František",1994,1994,FAC,sach,1994,1994,MEM
1385,Naslouchal jsem tichu,"Nouwen, Henri J. M.",1994,1994,FAC,ticho,1994,1994,MEM
1386,Svět včerejška,"Zweig, Stefan",1994,1994,NOV,zweig,1994,1994,MEM
1387,Jiří Anderle Kresby.Grafika.Obrazy.Objekty 1954-95,"Anderle, Jiří",1995,1995,FAC,anderlej,1995,1995,MEM
1388,"Česká republiko, dobrý den","Uhde, Milan",1995,1995,FAC,ceska,1995,1995,MEM
1389,Chvalozpěvy,"Horníček, Miroslav",1995,1995,COL,chvalzp,1995,1995,MEM
1390,"Deníky, dopisy, vzpomínky","Peroutka, Ferdinand",1995,1995,FAC,deniky,1995,1995,MEM
1391,Reportáž psaná na oprátce,"Fučík, Julius",1995,1945,NOV,fucik,1995,1945,MEM
1392,S puškou a udicí Severní Amerikou,"Haňka, Ladislav",1995,1995,NOV,hanka,1995,1995,MEM
1393,Děti severských šamanů,"Rasmussenová, Nelly",1995,1995,FAC,rasmuss,1995,1995,MEM
1394,Sága o cestě na Island,"Burian, Jan",1995,1995,FAC,sagocnis,1995,1995,MEM
1395,Příběhy české šlechty,"Votýpka, Vladimír",1995,1995,FAC,slechta,1995,1995,MEM
1396,Tabu,"Hamrová, Kateřina",1995,1995,COL,tabuham,1995,1995,MEM
1397,Stvořitelé světa,"Urbánek, Zdeněk",1995,1988,NOV,ur3,1995,1988,MEM
1398,Jan Werich vzpomíná - vlastně Potlach,"Werich, Jan",1995,1995,FAC,werich,1995,1982,MEM
1399,Z turecké armády do britského zajetí,"Obrátil, Karel Jaroslav",1996,1995,FAC,zajeti,1995,1995,MEM
1400,Síla buddhismu,"Gjamccho, Tändzin",1996,1996,FAC,buddha,1996,1996,MEM
1401,Hořký kruh: korespondence s Věrou Fingerovou,"Orten, Jiří",1996,1996,FAC,orten,1996,1996,MEM
1402,Poselství,"Košler, Zdeněk",1996,1996,FAC,poselkos,1996,1996,MEM
1403,Náhodná setkání: vzpomínky,"Saroyan, William",1996,1996,NOV,saroyan,1996,1996,MEM
1404,Život napodruhé,"Pavlatová, Eva",1996,1996,FAC,zivnapod,1996,1996,MEM
1405,Dialogy,"Hvížďala, Karel",1997,1997,FAC,dialogy,1997,1997,MEM
1406,Šlisselburgská pevnost,"Juvačov, Ivan Pavlovič",1997,1997,FAC,juvacev,1997,1997,MEM
1407,Bez poslední kapitoly,"Knap, Josef",1997,1997,FAC,knapbez,1997,1997,MEM
1408,Svět pod barevnými křídly,"Ditrych, Břetislav",1997,1997,FAC,kridla,1997,1997,MEM
1409,Paměti,"Mařatka, Zdeněk",1997,1997,FAC,maratka,1997,1997,MEM
1410,Černínský palác v roce nula,"Šedivý, Jaroslav",1997,1997,FAC,sedivy,1997,1997,MEM
1411,Paměti z mého života,"Sedláček, August",1997,1924,FAC,sedlpame,1997,1924,MEM
1412,Střípky deníku,"Ionesco, Eugene",1997,1997,COL,strdeion,1997,1997,MEM
1413,Couvání do času,"Švestka, Karel",1997,1997,COL,svestka,1997,1997,MEM
1414,Byla jsem ženou slavného muže,"Neumannová, Božena",1998,1998,FAC,bneumann,1998,1998,MEM
1415,Branka z pantů,"Grögerová, Bohumila",1998,1998,NOV,branka,1998,1998,MEM
1416,Vzpomínky,"Čapková, Jarmila",1998,1998,FAC,capkova,1998,1998,MEM
1417,Necestou cestou,"Holubová,  Miloslava",1998,1998,FAC,necestou,1998,1998,MEM
1418,Naše Roveň,"Morávková-Udržalová, Libuše",1998,1998,FAC,roven,1998,1998,MEM
1419,Přežili jsme zkázu Titaniku,"Kuntz, Tom",1998,1998,FAC,titanik,1998,1998,MEM
1420,Bláznova čítanka - fejetony,"Trefulka, Jan",1998,1998,COL,trefulka,1998,1998,MEM
1421,Válečnice,"Kingstonová, Maxine Hong",1998,1998,FAC,valecni,1998,1998,MEM
1422,Filmová fotografie,"Kuděla, Jan - Zindelová, Michaela",1998,1998,FAC,vypjanku,1998,1998,MEM
1423,Cesta po Zambii,"Stojičić, Djoko",1998,1998,FAC,zambie,1998,1998,MEM
1424,Bez viny a bez trestu,"Améry, Jean",1999,1999,POP,amery,1999,1999,MEM
1425,Stýskání mé je vývěr vod,"Jílek, Jiří",1999,1999,COL,jijilek,1999,1999,MEM
1426,Drahý pane Kolář...,"Vaculíková, Madla",1999,1999,FAC,kolarovi,1999,1999,MEM
1427,"Nezval, Seifert a ti druzí","Maršíček, Vlastimil",1999,1999,FAC,marsicek,1999,1999,MEM
1428,Panoptikum,"Strnad, Jaroslav - Stramiska, František",1999,1999,FAC,panoptik,1999,1999,MEM
1429,Psáno na pohlednice I,"Kolář, Jiří",1999,1999,FAC,pohledy,1999,1999,MEM
1430,Bylo,"Obdržálková, Božena",1999,1981,FAC,ruzetrh1,1999,1981,MEM
1431,Třinácté komnaty aneb Zázraky a náhody ve zdraví a nemoci,"Kala, Miroslav - Veselý, Jiří Maria",1999,1999,FAC,zazrak13,1999,1999,MEM
