,title,author,pubyear,first_published,txtype,id,pubyear_syn,first_published_syn,txtype_syn
630,Zachraňte rytíře krále Artuše,"Dixon, Andy",2005,1999,IMA,zachran,2005,2005,
631,Čtverce nad přeponou,"Komenda, Stanislav",2007,2007,COL,ctverce,2007,2007,
632,"Úžas, radost a paradoxy života v díle G. K. Chestertona","Chesterton, Gilbert Keith - Tomský, Alexander",2007,2007,COL,uzasrado,2007,2007,
633,"Nebe, peklo, svět - Cesty k lidové kultuře středověku","Gurevič, Aron Jakovlevič",1996,1996,SCI,nebe_pek,1996,1996,SCI
634,Šamanismus a archaické techniky extáze,"Eliade, Mircea",1997,1997,SCI,elisama,1997,1997,SCI
635,Filozofická a pedagogická antropologie,"Pelcová, Naděžda",2000,2000,SCI,fiapeant,2000,2000,SCI
636,Móda století,"Baudot, François",2001,2001,FAC,modastol,2001,2001,SCI
637,Návrat Keltů,"Sills-Fuchs, Martha",1997,1996,POP,kelti,1996,1996,POP
638,Minimum bontonu,"Poberová, Slávka - Poberová, Jesika",1996,1996,POP,minimum,1996,1996,POP
639,"Hroby, hrobky a mumie","Bahn, Paul G. (ed.)",1997,1997,POP,hrobky,1997,1997,POP
640,"Nový Orient, č. 5/1998",Y,1998,1998,POP,novyor98,1998,1998,POP
641,"Nový Orient, č. 7/1999",Y,1999,1999,POP,novyor99,1999,1999,POP
642,Řecké mýty,"Burnová, Lucilla",1999,1999,POP,rec_myty,1999,1999,POP
643,Temné nebe Ameriky,"Debeljak, Aleš",2000,2000,COL,debeljak,2000,2000,POP
644,Parfémy,"Bubucs, Éva",2000,2000,ENC,parfemy,2000,2000,POP
645,Lidové tradice aneb Staré zvyky a obyčeje v Ostravě a okolí,"Prokešová, Miriam",2005,2005,POP,lidtramp,2005,2005,POP
646,Jsme téměř 100% šimpanzi,"Marks, Jonathan",2006,2006,POP,simpanzi,2006,2006,POP
647,Ty boty musím mít!,"Jacobbi, Paola",2008,2008,POP,boty,2008,2008,POP
648,Obraz člověka a přírody v zrcadle biologie,"Komárek, Stanislav",2008,2008,POP,clovbiol,2008,2008,POP
649,Shakespeare,"Greerová, Germaine",1996,1996,POP,shakgrge,1996,1996,SCI
650,Shakespearova svatební komedie,"Hilský, Martin",1996,1996,SCI,svatojau,1996,1996,SCI
651,Hamlet v českém divadle,"Přibyl, Daniel",2001,2001,SCI,hamletb,2001,2001,SCI
652,Jak interpretovat drama,"Eco, Umberto",2004,2004,SCI,dramaue,2004,2004,SCI
653,"Amatérská scéna, č. 3/1997",Y,1997,1997,POP,amsc397,1997,1997,PRO
654,Hvězdy českého filmu II,"Čáslavský, Karel - Merhaut, Václav",1996,1996,POP,hvezcefi,1996,1996,POP
655,Brad Pitt - Hvězda Holywoodu,"Catalanová, Grace",1997,1997,FAC,bradpit,1997,1997,POP
656,Světoví dramatici,"Císař, Jan",1997,1997,ENC,svetdram,1997,1997,POP
657,Hvězdy českého filmu IV,"Vítková, Radana",1998,1998,POP,hvcesfil,1998,1998,POP
658,Mýtus o Sisyfovi,"Camus, Albert",1995,1995,SCI,camus,1995,1995,SCI
659,Nástin ekumenické teologie,"Štampach, Odilo Ivan",1995,1995,SCI,ekuteol,1995,1995,SCI
660,Jürgen Habermas,"Horster, Detlef",1995,1995,SCI,habermas,1995,1995,SCI
661,Základy naší víry,"Schönborn, Christoph",1996,1996,POP,credo,1996,1996,SCI
662,Závod s časem: texty z morální ekologie,"Kohák, Erazim - Kolářský, Rudolf - Míchal, Igor (eds.)",1995,1995,SCI,ekologie,1996,1996,SCI
663,Kant,"Scruton, Roger",1996,1996,POP,kant,1996,1996,SCI
664,Kierkegaard,"Gardiner, Patrick",1996,1996,FAC,kierkega,1996,1996,SCI
665,Evangelium sv. Matouše,"Limbeck, Meinrad",1997,1997,SCI,matous,1996,1996,SCI
666,Friedrich Nietzsche ve svých dílech,"Andreas-Salomé, Lou",1996,1996,SCI,nietzs,1996,1996,SCI
667,Totalismus a holismus,"Palouš, Radim",1996,1996,POP,palousto,1996,1996,SCI
668,René Descartes a české baroko,"Sousedík, Stanislav",1996,1996,SCI,sousedde,1996,1996,SCI
669,Jak hledat a nalézat Boží vůli?,"Augustyn, Józef",1997,1997,POP,bozivuli,1997,1997,SCI
670,"Maria, růže tajemná","Hradecká, Edita",1997,1997,POP,hradec,1997,1997,SCI
671,Kapitoly o filosofii přírody,"Kamarýt, Jan",1997,1997,SCI,kamaryt,1997,1997,SCI
672,Poznáváme vírou,"Milet, Jean",1996,1997,POP,milet,1997,1997,SCI
673,Moc nad bezmocí,"Grün, Anselm",1997,1997,POP,moc,1997,1997,SCI
674,Nová náboženská hnutí,"Lužný, Dušan",1997,1997,POP,nabhnuti,1997,1997,SCI
675,Předpotopní úvahy,"Kosík, Karel",1997,1997,SCI,predpoto,1997,1997,SCI
676,Reinkarnace,"Hummel, Reinhard",1996,1997,POP,reinkarn,1997,1997,SCI
677,Technologický úděl,"Salomon, Jean-Jacques",1997,1997,SCI,slomon,1997,1997,SCI
678,Andělé,"Guardini, Romano",1997,1998,SCI,andele,1998,1998,SCI
679,Člověk a příroda,"Ondok, Petr Josef",1998,1998,SCI,eko,1998,1998,SCI
680,Zmrtvýchvstání Ukřižovaného,"Kessler, Hans",1997,1997,SCI,kess,1998,1998,SCI
681,Manželství od snů k realitě,"Slavík, Michael",1998,1998,POP,manzelsi,1998,1998,SCI
682,Hermeneutické pojetí zkušenosti,"Mokrejš, Antonín",1998,1998,SCI,mokrejs,1998,1998,SCI
683,Obrat k jazyku: druhé kolo,"Peregrin, Jaroslav",1998,1998,SCI,obrat,1998,1998,SCI
684,Malý slovník sekt,"Funke, K. (et al.)",1998,1998,ENC,sektyslv,1998,1998,SCI
685,Člověk před Bohem,"Speyer, Adrienne von",1996,1996,NOV,speyer,1998,1998,SCI
686,Apokalypsy,"Weber, Eugen",1999,1999,POP,apokalyp,1999,1999,SCI
687,Ekumenický katechismus,"Schütte, Heinz",1999,1999,ENC,ekumena,1999,1999,SCI
688,Patent zvaný toleranční,"Melmuková, Eva",1999,1999,SCI,patent,1999,1999,SCI
689,Vědění a láska,"Lotz, Johannes Baptist",1999,1999,SCI,vedeni,1999,1999,SCI
690,Jako rozlámaný chléb,"Breemen, Peter G. van",1996,2000,SCI,chleb,2000,2000,SCI
691,Evropský duch,"Brunschvicg, Léon",2000,2000,SCI,evroduch,2000,2000,SCI
692,Znavená Evropa umírá,"Funda, Otakar Antoň",2000,2000,COL,fundaumi,2000,2000,SCI
693,Možnosti hodnotové etiky,"Hála, Vlastimil",2000,2000,SCI,halavlas,2000,2000,SCI
694,Ikonostas,"Florenskij, Pavel A.",2000,2000,SCI,ikonosta,2000,1995,SCI
695,Šifry transcendence,"Jaspers, Karl",2000,2000,SCI,jaspers,2000,2000,SCI
696,Estetika 20. století,"Perniola, Mario",2000,2000,SCI,perniola,2000,2000,SCI
697,Metafyzické myšlenky,"Spinoza, Benedikt",2000,2000,SCI,spinoza,2000,2000,SCI
698,Svět pojmů a logika,"Materna, Pavel",2000,1995,SCI,svetpojm,2000,1995,SCI
699,Interpretace a sociální kritika,"Walzer, Michael",2000,2000,SCI,walzer,2000,2000,SCI
700,Žít až do konce,"Virt, Günter",2000,2000,POP,zitkonce,2000,2000,SCI
701,Encyklopedie mystiky II.,Y,2001,2001,ENC,emystik2,2001,2001,SCI
702,Hoře a milost,"Kučera, Zdeněk",2001,2001,SCI,milost,2001,2001,SCI
703,Studie k německé klasické filozofii,"Sobotka, Milan",2001,2001,SCI,nemklasf,2001,2001,SCI
704,Smyslové vnímání a čas v Aristotelově filosofii,"Mráz, Milan",1999,2001,SCI,smysvnim,2001,2001,SCI
705,Mezi vírou a racionalitou,"Funda, Otakar Antoň",2003,2003,SCI,funda,2003,2003,SCI
706,Existencialismus je humanismus,"Sartre, Jean-Paul",2004,2004,SCI,existjps,2004,2004,SCI
707,Křesťanská vzdělanost,"Augustinus, Aurelius",2004,2004,SCI,krevzdaa,2004,2004,SCI
708,I láska má svá pravidla,"Müller, Wunibald",2005,2005,TXB,ilaskama,2005,2005,SCI
709,Mezi dvěma světy: dějiny antického křesťanství,"Markschies, Christoph",2005,2005,SCI,mezisvcm,2005,2005,SCI
710,Člověk a náboženství,"Špiner, Dušan",2006,2006,SCI,clov_nab,2006,2006,SCI
711,Co znamená filozofovat?,"Pieper, Josef",2006,2006,SCI,coznafil,2007,2007,SCI
712,Základní fenomény lidského bytí očima filozofie,"Scherer, Georg",2007,2007,SCI,fenomen,2007,2007,SCI
713,Malá příručka pastorační péčo o nemocné,"Opatrný, Aleš",1995,1995,POP,pecenemc,1995,1995,PRO
714,Totální krize (a prostor pro naději?),"Ravik, Slavomír",1992,1992,COL,pi218,1992,1992,POP
715,Tajné zasvěcení,"Minařík, Květoslav",1992,1992,POP,tajnezas,1992,1992,POP
716,Povídej mi o lásce,"Quoist, Michel",1996,1996,POP,o_lasce,1994,1994,POP
717,Příprava na manželství,"Opatrný, Aleš",1995,1994,POP,pripmanz,1994,1994,POP
718,Leden na vsi,"Bondy, Egon",1995,1995,NOV,bondy,1995,1995,POP
719,Diagnostika karmy 1: Soustava autoregulace pole,"Lazarev, S. N.",1996,1996,POP,diagkar1,1996,1996,POP
720,Eucharistie jako slavnost,"Poláček, Pavel",1996,X,POP,euchslav,1996,1996,POP
721,O štěstí a smyslu života,"Csikszentmihalyi, Mihaly",1996,1990,POP,ostesti,1996,1996,POP
722,Profil osobnosti kněze po druhém vatikánském konci,"Slavík, Michael",1996,X,POP,profilkn,1996,1996,POP
723,Smlouva ve Starém zákoně,"Heller, Jan",1996,X,POP,smlouvsz,1996,1996,POP
724,Taoismus,"Hartzová, Paula R.",1996,1996,POP,taoisprh,1996,1996,POP
725,Augustin,"Kranz, Gisbert",1997,1997,FAC,augustin,1997,1997,POP
726,Bible nás učí modlitbě,"Vintrová, Martina",1997,1997,POP,biblmodl,1997,1997,POP
727,Malá duchovní dobrodružství,"Hays, Edward",1997,1997,POP,duchovni,1997,1997,POP
728,Buddha: cesta probuzení,"Boisselier, Jean",1997,1997,POP,horbuddh,1997,1997,POP
729,Kdo je můj bližní?,"Augustyn, Józef",1997,1997,POP,kdoblizn,1997,1997,POP
730,Liturgie a duchovní život,"Kohut, Vojtěch",1997,X,POP,liturgie,1997,1997,POP
731,Člověk jako mravní bytost,"Skoblík, Jiří",1997,1997,POP,mravbyts,1997,1997,POP
732,Náboženství jako soukromá věc a jako veřejná záležitost,"Opatrný, Aleš",1997,1997,POP,nabsbor,1997,1997,POP
733,Pravdivé a chybné pojetí evangelia,"Kadlec, Bernard",1997,1997,POP,pojtevng,1997,1997,POP
734,"Jak odhalit, kým jsme byli v minulých životech","Andrews, Ted",1997,1997,POP,regrese,1997,1997,POP
735,Smrt v životě člověka,"Grün, Anselm",1997,1997,POP,smrtziv,1997,1997,POP
736,Jak se utvářel Nový zákon,"Grech, Prosper - Hřebík, Josef",1997,1997,SCI,utvarnz,1997,1997,POP
737,Ve službě evangelia,"Vlk, Miroslav",1996,1997,COL,vlk,1997,1997,POP
738,"Sekty, kultury, alternativní náboženství","Barrett, David D.",1998,1998,POP,barrett,1998,1998,POP
739,Proměňující moc víry,"Grün, Anselm",1998,1998,POP,grun,1998,1998,POP
740,Rozhovory s Bohem,"Sagorday, Antonio",1998,1980,POP,rozhovor,1998,1998,POP
741,V hlavní roli Nový zákon,"Sázava, Zdeněk",1998,1998,POP,sazava,1998,1998,POP
742,Spása,"Minařík, Květoslav",1998,1992,POP,spasa,1998,1992,POP
743,Být svobodní,"Fizzotti, Eugenio",1997,1997,SCI,svobodni,1998,1998,POP
744,Hovory k sobě,"Aurelius, Marcus Antoninus",1999,1969,POP,aurelius,1999,1934,POP
745,"Už vím, kde bydlí Jeduděs","Schwarz, Jan",2000,2000,COL,jedudes,2000,2000,POP
746,Kdo je kdo není v hnutí nového věku,"Wolf, Josef",2000,2000,POP,kdo_je,2000,2000,POP
747,"Nové vědění, Základy nové teofilozofie","Novotný, Ivan",2000,2000,POP,teofil,2000,2000,POP
748,Slovo v našem nitru,"Souzenelle, Annick de - Mouttapa, Jean",2000,2000,POP,v_nitru,2000,2000,POP
749,Světová náboženství,"Keene, Michael",2003,2003,POP,nabozen,2003,2003,POP
750,Vatikán: moc papežů,"Knopp, Guido",2003,2003,FAC,vatikan,2003,2003,POP
751,"AD Speciál, č. 1/2005",Y,2005,2005,POP,ad0501,2005,2005,POP
752,Evropa: její základy dnes a zítra,"Ratzinger, Joseph",2005,2005,SCI,ratzevro,2005,2005,POP
753,Přeji Ti brzké uzdravení,"Romanus, Thomas",2005,2005,COL,uzdravtr,2005,2005,POP
754,Desatero v životě židů a křesťanů,"Pöhlmann, Horst Georg",2006,2006,SCI,10prikaz,2006,2006,POP
755,"AD Speciál, č. 1/2006",Y,2006,2006,POP,ad0601,2006,2006,POP
756,"AD Speciál, č. 4/2007",Y,2007,2007,POP,ad0704,2007,2007,POP
757,Manželství,"Graubner, Jan",2007,2007,POP,graubner,2007,2007,POP
758,Jak se stát buddhou v pěti týdnech,"Giacobbe, Giulio Cesare",2007,2007,POP,jakse,2007,2007,POP
759,E-maily z pekla,"Forest, Jim",2007,2007,COL,mailzpek,2007,2007,POP
760,Manifest,"Russell, Stephen",2007,2007,POP,manifest,2007,2007,POP
761,Osmá čakra,"Currivan, Jude",2007,2007,POP,osmacakr,2007,2007,POP
762,"AD Speciál, č. 3/2008",Y,2008,2008,POP,ad0803,2008,2008,POP
763,Alžběta a Essex,"Strachey, Lytton",1994,1930,FAC,essex,1994,1930,SCI
764,Josef Pekař,"Kalista, Zdeněk",1994,1994,FAC,pekar,1994,1941,SCI
765,Tajemství lóží,"Beránek, Jiří",1994,1994,POP,tajelozi,1994,1994,SCI
766,První světová válka,"Winter, J. M.",1995,1995,POP,1valka,1995,1995,SCI
767,Kapitoly o českém fašismu,"Gregorovič, Miroslav",1995,1995,POP,kapocesf,1995,1995,SCI
768,Čína 20. století,"Spence, Jonathan (et al.)",1996,1996,POP,cina,1996,1996,SCI
769,Stalin,"Veber, Václav",1996,1996,FAC,stalin,1996,1996,SCI
770,Mašínové,"Němeček, Jan",1998,1998,POP,masinove,1998,1998,SCI
771,Dějiny Prahy,"Míka, Zdeněk (et al.)",1999,1989,SCI,dejprahy,1999,1989,SCI
772,Devět žen z Hradu,"Kosatík, Pavel",1999,1999,FAC,devetzen,1999,1999,SCI
773,Dva tisíce let dějin církve,"Fröhlich, Rolland",1999,1999,SCI,frohlich,1999,1999,SCI
774,Lucemburská Morava 1310-1423,"Mezník, Jaroslav",1999,1999,POP,morava,1999,1999,SCI
775,Petr I.: Zrození impéria,"Švankmajer, Milan",1999,1999,POP,petr_i,1999,1999,SCI
776,V národním zájmu,"Hroch, Miroslav",1999,1999,POP,v_zajmu,1999,1999,SCI
777,Němci v Praze 1861-1914,"Cohen, Gary B.",2000,2000,SCI,nemcivp,2000,2000,SCI
778,Každodennost renesančního aristokrata,"Koldinská, Marie",2001,2001,POP,aristokr,2001,2001,SCI
779,Evropa a osvícenství,"Im Hof, Ulrich",2001,2001,POP,evrosvic,2001,2001,SCI
780,Popírání holocaustu,"Lipstadová, Deborah E.",2001,2001,POP,holocaus,2001,2001,SCI
781,Svět středověkých gest,"Schmitt, Jean-Claude",2004,2004,SCI,gestajcs,2004,2004,SCI
782,Domovní znamení staré Prahy,"Petráňová, Lydia",2008,1988,ENC,domoznam,2008,1988,SCI
783,Poslední car,"Radzinskij, Edvard Stanislavovič",1993,1993,FAC,car,1993,1993,POP
784,Pražská mozaika Franze Kafky,"Pytlík, Radko",1993,1993,SCI,pi241,1993,1993,POP
785,Jan Masaryk,"Vaněk, Vladimír",1994,1994,FAC,masaryk,1994,1994,POP
786,Oloupení Evropy,"Bojtár, Endre",1994,1994,FAC,pobalti,1994,1994,POP
787,Dějiny Německa,"Müller, Helmut - Krieger, Karel Friedrich (et al.)",1995,1995,SCI,dejnemmk,1995,1995,POP
788,Tokijský proces,"Roeling, Bert V. A.",1995,1995,FAC,tokio,1995,1995,POP
789,Velké záhady: mýty a mystéria,"Hanckock, Graham  - Oostra, Roel (et al.)",1994,1994,POP,velkezah,1995,1995,POP
790,Kateřina Zaháňská,"Sobková, Helena",1995,1995,FAC,zahanska,1995,1995,POP
791,Dějiny Irska,"Moody, Theodor W. - Martin, Francis X. (et al.)",1996,1996,POP,dejirska,1996,1996,POP
792,Osobnosti ducha českých dějin,"Bělina, Pavel - Fidler, Jiří",1996,1996,ENC,duchcsde,1996,1996,POP
793,Henry Ford a FORD,"Pollard, Michael",1996,1995,FAC,ford,1996,1996,POP
794,Dějiny odívání: Barok a rokoko,"Kybalová, Ludmila",1996,1996,SCI,modabaro,1996,1996,POP
795,Osudové ženy,"Bělina, P. - Fidler, J. - Zahradníček, O.",1996,1996,POP,osudzeny,1996,1996,POP
796,Pátá kolona v církvi,"Vaško, Václav",1993,X,POP,patakolo,1996,1996,POP
797,Říše a kolonie,"Cartier, M. - Almeida-Topor, H. d' - Datong, H. (et al.)",1996,1996,POP,risekol,1996,1996,POP
798,Vzpomínky na Monarchii,"Lobkowicz, Erwien",1997,1997,FAC,lobkow,1997,1997,POP
799,Jan Masaryk,"Kosatík, Pavel - Kolář, Michal",1998,1998,FAC,jmasaryk,1998,1998,POP
800,Dějiny Slovenska,"Kováč, Dušan",1998,1998,POP,sloven,1998,1998,POP
801,"Sedm týdnů, které otřásly Hradem","Svora, Přemysl",1998,1998,FAC,svora,1998,1998,POP
802,Tvář za obrazem,"Pancolová, Katherine",1999,1999,FAC,jackie,1999,1999,POP
803,Dějiny Rumunska,"Treptow, Kurt W. (ed.)",1999,1999,POP,rumunsko,1999,1999,POP
804,Dějiny Japonska,"Reischauer, Edwin - Craig, Albert M.",2000,2000,POP,japon,2000,2000,POP
805,Napoleon a ženy,"Castelot, André",2000,2000,FAC,napoleon,2000,2000,POP
806,Papežové a císaři,"Durych, Jaroslav",2001,2001,SCI,papezove,2001,2001,POP
807,Podbrdskem od městečka k městu,"Čáka, Jan",2001,1988,FAC,podbrdsk,2001,1988,POP
808,Ženy rodiny Náprstkovy,"Secká, Milena - Sochorová, Ludmila - Štěpánová, Irena",2001,2001,FAC,zeny_n,2001,2001,POP
809,Vzkříšení Olympie,"Zamarovský, Vojtěch",2003,1980,POP,olympie,2003,1980,POP
810,Augustus a jeho doba,"Eck, Werner",2004,2004,FAC,augustwe,2004,2004,POP
811,Dějiny hornictví,"Vopasek, Stanislav",2005,2005,FAC,dejhorsv,2005,2005,POP
812,Životní křižovatky stíhacího letce Ladislava Valouška,"Hlůzová, Vlasta",2006,2006,FAC,zivletce,2006,2006,POP
813,Divácká opera,"Gregor, Čestmír",1996,1996,POP,div_oper,1996,1996,SCI
814,Skladatelé světové hudby,"Kuna, Milan",1993,1993,ENC,sklsvhu,1993,1993,POP
815,Beatles,"Matzner, Antonín",1996,1987,FAC,beatles,1996,1987,POP
816,Leonard Bernstein,"Secrest, Meryle",1996,1996,POP,bernst,1996,1996,POP
817,Jazz,"Fordham, John",1996,1996,POP,jazz,1996,1996,POP
818,"Johann Sebastian Bach, jak jej znal jeho svět","Bettmann, Otto L.",1997,1997,POP,bettmann,1997,1997,POP
819,Small Change: Kus života Toma Waitse,"Humphries, Patrick",1997,1997,FAC,waits,1997,1997,POP
820,Tón ne!,"Kofroň, Petr",1998,1998,COL,kofron,1998,1998,POP
821,Hudba a krásno,"Eggebrecht, Heinrich",2001,2001,POP,hudba,2001,2001,POP
822,Modernisté,"Hilský, Martin",1995,1995,SCI,hilsky,1995,1995,SCI
823,Poezie poslední možnosti,"Trávníček, Jiří",1996,1996,SCI,travnice,1996,1996,SCI
824,Dialogy o kráse a smrti,"Kuchař, Lumír",1999,1999,FAC,kuchar,1999,1999,SCI
825,O prašivém houfci,"Jamek, Václav",2001,2001,POP,houfec,2001,2001,SCI
826,Vysoká hra doopravdy,"Topinka, Miloslav - Šerý, Ladislav",1993,1993,COL,vysoka_o,1993,1993,POP
827,O jedné vraždě,"Dostál, Karel",1995,1995,COL,pi320,1994,1994,POP
828,Studie z klasické americké literatury,"Lawrence, David Herbert",1997,1997,FAC,lawrence,1997,1997,POP
829,Podivuhodný příběh,"Butor, Michel",1998,1998,FAC,butorpp,1998,1998,POP
830,Andělská útočiště Dominiqua Fernandeze,"Jamek, Václav",1999,1999,NOV,porpdosl,1999,1999,POP
831,Fenomén Kohout,"Kosatík, Pavel",2001,2001,FAC,fnkohout,2001,2001,POP
832,Zahrada ochočených slov,"Loucká, Pavla",2007,2007,POP,zahslopl,2007,2007,POP
833,Kontrarevoluce vědy - studie o zneužívání rozumu,"Hayek, Friedrich August von",1995,1995,SCI,hayek,1995,1995,SCI
834,Věda a svědomí,"Morin, Edgar",1995,1995,SCI,morin,1995,1995,SCI
835,Televizní zprávy - psychický nátlak?,"Vágner, Ivan",1997,1997,POP,zpravy,1997,1997,SCI
836,Literárky můj osud,"Jungmann, Milan",1999,1999,FAC,jungmann,1999,1999,POP
837,Umění a kýč,"Kulka, Tomáš",1994,1994,SCI,kulkakyc,1994,1994,SCI
838,Ručně paličkovaná krajka,"Prošková, Iva",1994,1983,POP,rucpalkr,1994,1983,SCI
839,Jiří Anderle 1954-1995,"Machalický, Jiří",1995,1995,POP,anderces,1995,1995,SCI
840,Dějiny malířství od renesance k dnešku,"Krauss, Anna-Carola",1996,1996,POP,dejinym,1996,1996,SCI
841,Cesty po ateliérech 1976 - 1986,"Šetlík, Jiří",1996,1996,POP,setlik,1996,1996,SCI
842,Umění italské renesance,Y,1996,1996,POP,umitaren,1996,1996,SCI
843,Ikony,"Babic, Gordana (ed.)",1997,1997,POP,ikony1,1997,1997,SCI
844,K surrealismu,"Nádvorníková, Alena",1998,1998,SCI,surreal,1998,1998,SCI
845,Úděl umělce,"Chalupecký, Jindřich",1998,1998,POP,udelumel,1998,1998,SCI
846,Umění jako semiologický fakt,"Mukařovský, Jan",2000,1934,SCI,umenijm,2000,1934,SCI
847,"Encyklopedie kachlů v Čechách, na Moravě a ve Slezsku","Pavlík, Čeněk - Vitanovský, Michal",2004,2004,ENC,kachlevc,2004,2004,SCI
848,Praha 1310-1437,"Kalina, Pavel - Koťátko, Jiří",2004,2004,ENC,prah1310,2004,2004,SCI
849,Jan Štursa,"Wittlich, Petr",2008,2008,FAC,stursaja,2008,2008,SCI
850,Fotografujeme,"Wilson, Keith",1996,1996,POP,fotograu,1996,1996,PRO
851,"Architekt, č. 19/1998",Y,1998,1998,POP,arch1998,1998,1998,PRO
852,"Architekt, č. 20/1998",Y,1998,1998,POP,arch2098,1998,1998,PRO
853,"Architekt, č. 21/1998",Y,1998,1998,POP,arch2198,1998,1998,PRO
854,"Architekt, č. 22/1998",Y,1998,1998,POP,arch2298,1998,1998,PRO
855,"Architekt, č. 24/1998",Y,1998,1998,POP,arch2498,1998,1998,PRO
856,"Architekt, č. 25/1998",Y,1998,1998,POP,arch2598,1998,1998,PRO
857,Květiny pro každou příležitost,"Prošková, Magdaléna",1998,1998,POP,kvetpril,1998,1998,PRO
858,"Projekt, č. 5/2005",Y,2005,2005,POP,proj0505,2005,2005,PRO
859,"Paličkování, ročník 1992",Y,1992,1992,POP,palick92,1992,1992,POP
860,"Paličkování, ročník 1993",Y,1993,1993,POP,palick93,1993,1993,POP
861,"Paličkování, ročník 1994",Y,1994,1994,POP,palick94,1994,1994,POP
862,Kurs kresby,"Smith, Stan",1995,1995,POP,kresba,1995,1995,POP
863,Nejkrásnější poklady civilizace,"Fyson, Nance",1996,1996,POP,poklady,1996,1996,POP
864,Příběh umění,"Gombrich, E. H.",1997,1992,POP,gombrich,1997,1992,POP
865,National Geographic - fotografie,"Bendavid-Val, Leah",1997,1997,POP,natgeofo,1997,1997,POP
866,"Paličkování, č. 1/1997",Y,1997,1997,POP,pali1_97,1997,1997,POP
867,"Paličkování, č. 2/1997",Y,1997,1997,POP,pali2_97,1997,1997,POP
868,"Paličkování, č. 3/1997",Y,1997,1997,POP,pali3_97,1997,1997,POP
869,"Paličkování, č. 4/1997",Y,1997,1997,POP,pali4_97,1997,1997,POP
870,"Paličkování, č. 5/1997",Y,1997,1997,POP,pali5_97,1997,1997,POP
871,Florencie,"Adamec, Jaromír",2000,2000,FAC,flore_ja,2000,2000,POP
872,Aranžování květin,"Packerová, Jane",2002,2002,ENC,kvety,2002,2002,POP
873,Slavní malíři,"Cumming, Robert",2003,2003,ENC,maliri,2003,2003,POP
874,Staleté domy aneb Dvanáctero zastavení,"Dlouhý, Jaromír",2004,2004,FAC,stadomjd,2004,2004,POP
875,Na dráze vzestupu,"Dyba, Karel",1996,X,ENC,dyba,1995,1995,SCI
876,Slovník základních pojmů z marketingu a managementu,Y,1998,1998,ENC,slovmark,1997,1997,SCI
877,Slovník základních pojmů z bankovnictví,"Kipielová, Ivana",1998,1998,ENC,bankovn,1998,1998,SCI
878,Čs. plebiscitní známky s přetiskem SO 1920,"Tovačovský, O. - Schödlebauer, V. - Kypast, J.",1997,1997,ENC,monograf,1998,1998,SCI
879,Veřejná ekonomie pro školu a praxi,"Strecková, Yvonne - Malý, Ivan (et al.)",1998,1998,POP,verekon,1998,1998,SCI
880,Evropská unie,"Keřkovský, Miloslav - Keřkovská, Alena",1999,1999,POP,eu,1999,1999,SCI
881,Evropská unie - odvětví a infrastruktura,"Jurová, Marie",1999,1999,POP,euinfra,1999,1999,SCI
882,"Malý slovník finanční, bankovní a obchodní","Grúň, Lubomír - Černý, Michal",2006,2006,ENC,slfinban,2006,2006,SCI
883,"Logistika, č. 6/1997",Y,1997,1997,POP,logst697,1997,1997,PRO
884,"Všudybyl, č. 1/1997",Y,1997,1997,POP,vsdb0197,1997,1997,PRO
885,"Všudybyl, č. 2/1997",Y,1997,1997,POP,vsdb0297,1997,1997,PRO
886,"Všudybyl, č. 3/1997",Y,1997,1997,POP,vsdb0397,1997,1997,PRO
887,"Všudybyl, č. 4/1997",Y,1997,1997,POP,vsdb0497,1997,1997,PRO
888,"Všudybyl, č. 5/1997",Y,1997,1997,POP,vsdb0597,1997,1997,PRO
889,"Všudybyl, č. 6/1997",Y,1997,1997,POP,vsdb0697,1997,1997,PRO
890,Vozovna Žižkov 1912 - 1992,"Fojtík, Pavel",1992,1992,POP,vozzizk,1992,1992,POP
891,Tramvajová vozovna v Královské Oboře,"Fojtík, Pavel",1993,1993,POP,vozobora,1993,1993,POP
892,Trolejbusy v Praze 1936 - 1972,"Čech, J. - Prošek, F. - Fojtík, P.",1994,1994,POP,trol,1994,1994,POP
893,Evropská integrace a bankovnictví,"Drdla, Miloš - Rais, Karel",1999,1999,POP,banky,1999,1999,POP
894,Jak mnohem lépe prodávat,"Tracy, Brian",1999,1999,POP,prodej,1999,1999,POP
895,Jste dobrý šéf?,"Murphy, Emmett C.",1999,1999,POP,sef,1999,1999,POP
896,Stopy - fakta - svědectví z historie trati Choceň - Broumov v datech a obrazech,"Čermák, Luboš",1999,1999,POP,trat,1999,1999,POP
897,10 smrtelných marketingových hříchů: jak je rozpoznat a nespáchat,"Kotler, Philip",2005,2005,POP,marhripk,2005,2005,POP
898,Americana - deník,"Preisner, Rio",1992,1992,FAC,pr_amer1,1992,1992,SCI
899,Interkontinentální levice,"Preisner, Rio",1992,1992,SCI,rio2,1992,1992,SCI
900,Smysl konzervatismu,"Scruton, Roger",1993,1993,SCI,scruton,1993,1993,SCI
901,Machiavelliho děti,"Pearce, Edward",1994,1994,FAC,pearc,1994,1994,SCI
902,Ocelová lavina,"Jędrzejewski, Dariusz - Lalak, Zbigniew",1995,1995,POP,lavina,1995,1995,SCI
903,B- 29 Superfortress,"Nowicki, Jacek",1992,1992,POP,b29,1996,1996,SCI
